DATE,PM2.5, PM10, O3, NO2, SO2, CO
01-12-2024,36,14,7,3,5,3
02-12-2024,15,9,13,2,4,3
03-12-2024,10, , , , , 
01-11-2024,127,50,18,3,3,4
02-11-2024,101,30,9,2,4,4
03-11-2024,58,31,10,3,4,4
04-11-2024,57,45,19,4,4,5
05-11-2024,82,62,28,4,11,5
06-11-2024,124,52,17,3,8,5
07-11-2024,98,42,20,4,11,5
08-11-2024,76,40,20,4,10,5
09-11-2024,70,52,22,4,5,6
10-11-2024,110,55,25,4,6,6
11-11-2024,116,54,22,3,5,5
12-11-2024,78,22,7,3,5,3
13-11-2024,23,20,4,3,8,4
14-11-2024,20,20,7,3,7,5
15-11-2024,21,24,6,3,6,4
16-11-2024,28,51,17,3,8,5
17-11-2024,67,61,21,3,8,5
18-11-2024,83,63,23,3,6,5
19-11-2024,86,64,21,3,6,5
20-11-2024,86,62,33,5,7,7
21-11-2024,85,61,29,5,8,6
22-11-2024,82,66,27,5,8,7
23-11-2024,90,60,24,4,6,5
24-11-2024,79,53,23,3,7,4
25-11-2024,69,54,21,3,5,5
26-11-2024,71,63,20,3,4,5
27-11-2024,85,63,33,4,5,5
28-11-2024,85,56,25,4,9,4
29-11-2024,73,45,13,3,6,4
30-11-2024,59,29,10,3,4,3
01-10-2024,77,31,14,3,7,5
02-10-2024,64,23,10,7,7,5
03-10-2024,49,28,10,11,5,7
04-10-2024,61,20,10,5,6,5
05-10-2024,49,30,17,6,7,6
06-10-2024,66,54,15,15,5,5
07-10-2024,115,37,15,14,4,4
08-10-2024,81,34,13,15,1,4
09-10-2024,68,32,13,14,5,4
10-10-2024,71,30,12,13,3,3
11-10-2024,68,21,6,12,4,3
12-10-2024,46,18,7,7,4,3
13-10-2024,37,17,8,6,3,4
14-10-2024,38,14,4,7,4,5
15-10-2024,36,17,7,7,4,5
16-10-2024,45,20,9,6,3,4
17-10-2024,40,23,9,6,5,4
18-10-2024,36,26,11,8,5,6
19-10-2024,61,29,17,5,3,7
20-10-2024,66,27,17,1,4,4
21-10-2024,63,20,15,2,4,5
22-10-2024,42,34,22,2,5,6
23-10-2024,79,33,18,4,5,7
24-10-2024,80,49,27,2,4,6
25-10-2024,117,68,27,3,4,7
26-10-2024,159,62,24,3,6,7
27-10-2024,140,62,28,3,4,8
28-10-2024,115,53,25,2,7,4
29-10-2024,97,64,25,3,7,6
30-10-2024,123,61,21,4,10,6
31-10-2024,149,61,21,3,11,5
01-07-2024,33,25,4,4,1,2
02-07-2024,46,25,5,4,1,2
03-07-2024,44,23,7,4,1,2
04-07-2024,40,19,4,3,1,2
05-07-2024,35,25,6,4,1,2
06-07-2024,43,26,6,4,1,2
07-07-2024,46,22,7,4,1,2
08-07-2024,41,22,7,3,1,2
09-07-2024,40, , , , , 
11-07-2024,57,21,6,5,1,3
12-07-2024,38,21,4,4,1,2
13-07-2024,39,19,5,3,1,2
14-07-2024,35,9,4,2,1,1
15-07-2024,18,7,6,2,1,2
16-07-2024,13,17,4,3,1,2
17-07-2024,31,8,4,2,1,2
18-07-2024,15,11,4,4,1,2
19-07-2024,21,26,4,3,1,2
20-07-2024,44,22,5,3,1,2
21-07-2024,39,18,6,3,1,2
22-07-2024,32,13,5,3,1,2
23-07-2024,24,17,6,3,1,3
24-07-2024,31,8,5,2,1,2
25-07-2024,13,13,4,3,1,2
26-07-2024,25,18,4,2,1,1
27-07-2024,32,20,5,2,1,2
28-07-2024,35,28,6,3,1,2
29-07-2024,46,13,8,3,1,2
30-07-2024,23,17,7,3,1,2
31-07-2024,31,15,7,3,1,2
01-08-2024,27,14,5,3,1,2
02-08-2024,25,16,6,3,1,2
03-08-2024,30,16,7,3,1,2
04-08-2024,30,19,9,3,2,3
05-08-2024,36,16,6,3,2,2
06-08-2024,30,22,7,4,2,2
07-08-2024,39,26,8,3,1,2
08-08-2024,46,28,9,4,2,3
09-08-2024,46,29,9,5,1,3
10-08-2024,47,26,8,4,2,2
11-08-2024,45,29,11,6, ,4
12-08-2024,46,36,12,6,2,4
13-08-2024,58,53,11,6,2,3
14-08-2024,78,32,15,5,2,5
15-08-2024,53,35,16,5,2,4
16-08-2024,56,30,12,5,2,3
17-08-2024,50,23,13,5,4,4
18-08-2024,39,26,12,5,4,3
19-08-2024,44,22,17,5,3,4
20-08-2024,38,15,7,4,2,2
21-08-2024,27,11,9,3,4,2
22-08-2024,20,19,9,4,3,2
23-08-2024,35,21,7,3,4,2
24-08-2024,38,19,7,3,4,1
25-08-2024,35,19,7,3,3,2
26-08-2024,34,14,8,3,3,2
27-08-2024,26,23,7,3,2,2
28-08-2024,59,21,5,4,2,2
29-08-2024,42,25,10,3,4,2
30-08-2024,48,22,7,3,1,2
31-08-2024,43,20,10,3,4,2
01-09-2024,41,26,8,4,2,3
02-09-2024,50,30,8,3,4,2
03-09-2024,54,37,8,4,2,2
04-09-2024,61,31,10,4,1,2
05-09-2024,56,32,9,3,3,2
06-09-2024,56,33,9,3,2,2
07-09-2024,57,27,8,3,1,2
08-09-2024,51,32,7,3,2,2
09-09-2024,56,27,8,3,1,2
10-09-2024,49,35,8,4,3,2
11-09-2024,59,31,9,3,4,2
12-09-2024,56,34,11,3,5,2
13-09-2024,58,38,12,3,5,2
14-09-2024,62,29,11,3,5,2
15-09-2024,54,28,10,3,5,2
16-09-2024,52,25,10,3,4,2
17-09-2024,49,36,16,4,6,2
18-09-2024,61,39,14,4,2,2
19-09-2024,63,36,15,4,5,2
20-09-2024,60,33,12,5,5,3
21-09-2024,58,23,11,4,5,3
22-09-2024,45,23,13,4,6,2
23-09-2024,44,20,11,4,5,2
24-09-2024,40,21,10,3,3,2
25-09-2024,43,22,8,3,6,2
26-09-2024,44,24,9,4,5,2
27-09-2024,47,31,18,5,6,3
28-09-2024,54,28,13,5,5,4
29-09-2024,50,37,12,5,8,3
30-09-2024,62,44,15,4,7,5
01-04-2024,87, , , , , 
03-04-2024,85,52,1,4,1,2
04-04-2024,75,52,2,6,1,2
05-04-2024,74, , , , , 
07-04-2024,85,56,2,3,1,1
08-04-2024,103,54,2,4,1,1
09-04-2024,94,59,1,4,1,1
10-04-2024,118,48,1,4,1,1
11-04-2024,79, , , , , 
13-04-2024,68,49,1,4,1,1
14-04-2024,72,49,1,5,1,2
15-04-2024,72,47,2,6,1,2
16-04-2024,70,58,1,5,1,2
17-04-2024,86,61,1,5,1,1
18-04-2024,91,59,1,5,1,2
19-04-2024,89,49,2,3,1,1
20-04-2024,72,59,1,5,1,2
21-04-2024,87,54,16,5, ,3
22-04-2024,84,55,20,5,1,4
23-04-2024,80,53,11,5,1,4
24-04-2024,79,62, ,6,1,5
25-04-2024,92, , , , , 
27-04-2024,96,54, ,5,1,4
28-04-2024,79,49, ,5,1,5
29-04-2024,74,50, ,5,1,4
30-04-2024,73,63,28,5,1,8
01-05-2024,92,61,32,3,1,4
02-05-2024,90,92,17,4, ,5
03-05-2024,134,44,22,3, ,4
04-05-2024,67,87,23,3,1,5
05-05-2024,111,57,28, , ,4
06-05-2024,87,34,21,12,2,6
07-05-2024,56,31,22,7,1,4
08-05-2024,52,51,34,7,1,4
09-05-2024,76,44,24,6,1,4
10-05-2024,68,45,22,7,1,3
11-05-2024,65, , , , , 
13-05-2024,58,43,15,8,1,4
14-05-2024,65,45,9,7,1,4
15-05-2024,66,53,26,7,1,3
16-05-2024,77,36,17,6, ,3
17-05-2024,58,32,15,5, ,3
18-05-2024,52,28,19,6, ,3
19-05-2024,49,29,9,7, ,4
20-05-2024,50,23,7,6,1,3
21-05-2024,42,28,8,6, ,3
22-05-2024,48,38,10,7,1,3
23-05-2024,60,41,24,6,1,3
24-05-2024,64,32,21,4,1,2
25-05-2024,52,37,9,3,1,2
26-05-2024,60,49,12,4,1,2
27-05-2024,72,49,14,3,1,2
28-05-2024,71,41,15,5,1,3
29-05-2024,63,40,14,5,1,3
30-05-2024,62,46,13,5,1,2
31-05-2024,70,39,14,6,1,3
01-06-2024,62,26,12,7,1,3
02-06-2024,46,27,15,6,1,3
03-06-2024,46,24,14,5, ,3
04-06-2024,44,21,11,5,1,2
05-06-2024,39,14,8,4,1,2
06-06-2024,26,10,10,4, ,2
07-06-2024,18,14,13,4,1,2
08-06-2024,27,7,11,2,3,2
09-06-2024,13,13,10,3,1,2
10-06-2024,24,13,10,3,1,2
11-06-2024,24,15,11,3,1,2
12-06-2024,27,18,8,4,1,2
13-06-2024,33,28,9,5,1,3
14-06-2024,50,32,8,4,1,2
15-06-2024,54,27,7,4,1,2
16-06-2024,48,23,10,6,1,3
17-06-2024,42,18,6,3,1,2
18-06-2024,34,26,7,4,1,2
19-06-2024,46,28,7,4,1,2
20-06-2024,50,30,8,4, ,2
21-06-2024,52,27,9,3,1,2
22-06-2024,48,18,10,4,1,2
23-06-2024,34,23,11,4,1,2
24-06-2024,43,22,7,3,1,2
25-06-2024,39,15,8,3,1,2
26-06-2024,27,15,9,3,1,2
27-06-2024,28,24,6,4,1,2
28-06-2024,44,24,6,4,1,2
29-06-2024,44,28,6,4,1,2
30-06-2024,49,18,5,3,1,2
01-01-2024,85,62,1,12,1,2
02-01-2024,93,63,1,12,1,3
03-01-2024,94,69,1,12,1,2
04-01-2024,104,58,1,12,1,1
05-01-2024,84, , , , , 
08-01-2024,37,41,1,11,1,2
09-01-2024,64,55,1,11,1,2
10-01-2024,80,59,2,12,2,3
11-01-2024,87,63,2,11,1,3
12-01-2024,94,73,2,13,1,3
13-01-2024,113,78,1,14,1,1
14-01-2024,123,72,1,13,2,2
15-01-2024,111,76,1,13,1,2
16-01-2024,118,74,2,14,1,3
17-01-2024,114,69,2,13,1,3
18-01-2024,101,59,1,13,1,3
19-01-2024,86,64,1,13,1,2
20-01-2024,96,61,1,13,1,2
21-01-2024,90,60,1,13,1,2
22-01-2024,91,58,1,13,1,3
23-01-2024,86,61,1,13,1,2
24-01-2024,91,70,9,13,1,3
25-01-2024,105,52,1,10, ,2
26-01-2024,77,49,1,11,1,3
27-01-2024,72,50,2,10,1,3
28-01-2024,73,58,2,12, ,2
29-01-2024,86,64,1,13, ,3
30-01-2024,96,79,1,13,1,3
31-01-2024,118,54,1,14,1,3
01-02-2024,79,58,2,13,1,3
02-02-2024,85,67,1,14,1,3
03-02-2024,101,65,1,13,1,2
04-02-2024,97,62,1,13,1,2
05-02-2024,91,66,1,14,1,2
06-02-2024,100,68,1,13,1,2
07-02-2024,105,75,2,15,1,3
08-02-2024,116,58,1,13,1,3
09-02-2024,86,64,1,13,1,2
10-02-2024,96,65,1,12,1,2
11-02-2024,97,67,1,14,1,2
12-02-2024,102,51,2,12,1,3
13-02-2024,75,53,1,12,1,2
14-02-2024,77,58,2,13,1,2
15-02-2024,88,56,1,12,1,3
16-02-2024,81,63,1,14,1,2
17-02-2024,95,64,2,14,2,2
18-02-2024,96,56,1,10,1,2
19-02-2024,84,57,1,14,1,3
20-02-2024,83,70,2,14,1,2
21-02-2024,106,65,1,14,1,2
22-02-2024,98,58,1,15,1,2
23-02-2024,87,54,1,14,1,2
24-02-2024,79,58,1,12,1,2
25-02-2024,86,43,1,11,1,3
26-02-2024,65,49,1,12,1,2
27-02-2024,72,36,2,12,1,2
28-02-2024,59,52,2,13,1,2
29-02-2024,76,52,1,13,1,2
01-03-2024,76,63,1,11,1,2
02-03-2024,94,89,1,13,1,2
03-03-2024,152,71,1,11,1,2
04-03-2024,135,69,1,11, ,2
05-03-2024,127,64,1,11,1,2
06-03-2024,133,64,1,12,1,2
07-03-2024,121,70,1,12,1,2
08-03-2024,127,64,1,12,1,2
09-03-2024,114,72,1,11,1,2
10-03-2024,153,71,1,12,1,2
11-03-2024,143,73,1,13,1,3
12-03-2024,146,83,1,13,1,2
13-03-2024,146,65,1,11,1,2
14-03-2024,125, , , , , 
16-03-2024,117,65,2,4,1,2
17-03-2024,129,71,1,4,1,1
18-03-2024,139,72,1,6,1,2
19-03-2024,133,73,1,5,1,2
20-03-2024,152,50,1,4,1,1
21-03-2024,86,59,1,5,1,2
22-03-2024,104,61,2,5,1,1
23-03-2024,106,61,1,5,1,1
24-03-2024,112,56,1,4,1,2
25-03-2024,107,62,1,6,1,2
26-03-2024,107,61,1,7,1,1
27-03-2024,91,61,2,6,1,1
28-03-2024,116,62,1,4,1,1
29-03-2024,133,65,1,6,1,2
30-03-2024,94,76,1,6,1,2
31-03-2024,111,59,1,6,1,2
01-10-2023,20,47,21,12,1,2
02-10-2023,63,58,21,15,1,1
03-10-2023,86,58,19,16,1,1
04-10-2023,85,57,22,16,1,1
05-10-2023,86,62,23,17,1,1
06-10-2023,94,66,28,18,1,1
07-10-2023,99,51,26,17,1,1
08-10-2023,77,40,23,17,1,1
09-10-2023,62,45,28,18,1,1
10-10-2023,68,43,30,19,1,1
11-10-2023,68,63,16,18,1,1
12-10-2023,95,63,16,17,1,1
13-10-2023,95,64,22,18,1,2
14-10-2023,96,50,27,17,1,1
15-10-2023,75,54,12,17,1,1
16-10-2023,80,60,19,13,1,1
17-10-2023,88,64,20,8,1,1
18-10-2023,96,73,21,9,1,1
19-10-2023,111,73,21,8,1,1
20-10-2023,112,66,20,6,1,1
21-10-2023,116,61,24,5,1,4
22-10-2023,132,66,24,5,1,5
23-10-2023,138,60,22, ,1,4
24-10-2023,118,62,20, ,1,5
25-10-2023,124,67,18, ,1,5
26-10-2023,137,67,24,7,2,4
27-10-2023,145,47,12,6,1,3
28-10-2023,95,41,16,5,1,3
29-10-2023,92,38,12,5,1,3
30-10-2023,80,61,19,6,1,3
31-10-2023,142,53,17,5,1,3
01-11-2023,116,41,14,5,1,3
02-11-2023,71,20,8,5,1,2
03-11-2023,40,22,7,5,1,3
04-11-2023,51,14,10,4,1,2
05-11-2023,36,34,19,6,1,4
06-11-2023,74,22,14,6,1,5
07-11-2023,54,22,7,5,1,3
08-11-2023,47,40,7,4,1,4
09-11-2023,86,52,13,6,1,3
10-11-2023,114,68,15,5,1,4
11-11-2023,154, , , , , 
01-07-2023,44,24,4,5,1,1
02-07-2023,44,12,4,8,1, 
03-07-2023,22,9,5,6,1,2
04-07-2023,17,13,6,6,1,1
05-07-2023,24,13,5,7,2,1
06-07-2023,23,15,4,7,1,2
07-07-2023,28,11,4,7,1,1
08-07-2023,20,17,5,7,1,1
09-07-2023,31,20,4,8,1,2
10-07-2023,37,25,4,7,1,2
11-07-2023,44,28,4,7,1,1
12-07-2023,47,15,6,7,1,1
13-07-2023,27,16,5,7,1,1
14-07-2023,29,19,5,6,1,1
15-07-2023,35,23,5,6,1,1
16-07-2023,42,28,4,6,1,1
17-07-2023,49,23,5,6,1,1
18-07-2023,43,27,3,6,1,1
19-07-2023,48,42,3,7,1,1
20-07-2023,65,35,4,6, ,1
21-07-2023,56, , , , , 
29-07-2023,50,24,3,8,1,1
30-07-2023,44,27,3,9,1, 
31-07-2023,46,31,3,9,1,12
01-08-2023,51,35,3,9,1,11
02-08-2023,56,28,3,9,1,10
03-08-2023,49,26,12,9,1, 
04-08-2023,46,26,6,9,1,9
05-08-2023,47,21,8,9,1,2
06-08-2023,38,29,9,9,1,1
07-08-2023,49,28,8,9,1,1
08-08-2023,49,33,12,10,1,1
09-08-2023,55,40,13,10,1,1
10-08-2023,61,40,10,12,1,2
11-08-2023,62,46,10,12,1,1
12-08-2023,70,41,11,12,1,1
13-08-2023,62,34,11,11,1,1
14-08-2023,55,47,13,12,1,1
15-08-2023,70,50,12,12,1,1
16-08-2023,73,34,11,11,1,1
17-08-2023,56,28,9,11,1,1
18-08-2023,49,18,7,10,1,1
19-08-2023,34,25,11,11,1,1
20-08-2023,43,46,13,12,1,2
21-08-2023,72,48,17,13,1,1
22-08-2023,72,38,11,12,1,1
23-08-2023,60,41,11,12,1,2
24-08-2023,64,38,13,12,1,1
25-08-2023,60,28,13,12,1,1
26-08-2023,48,18,10,11,1,1
27-08-2023,32,26,10,11,1,2
28-08-2023,46,28,11,12,1,1
29-08-2023,47,26,11,13,1,1
30-08-2023,46,36,14,15,1,1
31-08-2023,57,28,21,15,1,1
01-09-2023,45,21,10,13,1,1
02-09-2023,37,30,10,11,1,1
03-09-2023,50,45,9,10,1,1
04-09-2023,67,26,8,11,1,1
05-09-2023,45,9,9,11,1,1
06-09-2023,17,14,8,11,1,2
07-09-2023,25,17,8,11,1,1
08-09-2023,32,16,11,11,1,1
09-09-2023,30,19,12,11,1,1
10-09-2023,35,15,11,11,1,1
11-09-2023,26,18,10,11,1,1
12-09-2023,33,16,12,12,1,1
13-09-2023,31,16,10,11,1,1
14-09-2023,31,12,9,11,1,1
15-09-2023,23,11,8,11,1,1
16-09-2023,19,12,9,12,1,2
17-09-2023,23,15,9,12,1,1
18-09-2023,28,21,10,11,1,1
19-09-2023,37,21,9,12,1,1
20-09-2023,39,28,11,13,1,1
21-09-2023,46,35,13,13,1,2
22-09-2023,44, , , , , 
25-09-2023,30,35,11,13,1,1
26-09-2023,45,30,9,12,1,2
27-09-2023,38,24,10,12,1,1
28-09-2023,27,23,10,11,1,2
29-09-2023,26,23,8,11,1,1
30-09-2023,25,20,11,11,1,1
03-04-2023,98,40,14,9,1,3
04-04-2023,63,59,22,10,2,3
05-04-2023,87,57,20,9,1,1
06-04-2023,83,60,16,8,1,2
07-04-2023,89,56,14,9,2,2
08-04-2023,82,51,15,8,1,1
09-04-2023,76,49,10,9,2,2
10-04-2023,72,55,14,11,1,3
11-04-2023,83,65,15,9,2,3
12-04-2023,97,72,15,13,2,4
13-04-2023,109,81,18,11,3,4
14-04-2023,122,69,18,13,1,4
15-04-2023,104,77,18,15,2,4
16-04-2023,117,72,18,11,2,4
17-04-2023,110,70,17,12,2,3
18-04-2023,107,72,20,14,2,5
19-04-2023,109,67,18,10,1,3
20-04-2023,102,64,15,9,1,3
21-04-2023,96,57,21,10,1,3
22-04-2023,84,53,17,8,1,2
23-04-2023,78,53,15,7,1,3
24-04-2023,79,49,11,8,2,3
25-04-2023,73,43,13,7,1,2
26-04-2023,67,62,12,7,1,2
27-04-2023,93,44,10,8,2,3
28-04-2023,67,57,19,7,1,2
29-04-2023,85,37,9,7,3,3
30-04-2023,60,18,10,6,1,1
01-05-2023,33,24,10,9,1, 
02-05-2023,44,28,9,9,1,3
03-05-2023,47,32,14,10,1,6
04-05-2023,51,28,9,9,1,5
05-05-2023,48,34,9,10,1,4
06-05-2023,55,26,9,8,2,5
07-05-2023,43,39,8,12,2,4
08-05-2023,60,36,10,9,2,6
09-05-2023,59,29,14,7,2,6
10-05-2023,49,52,15,9,2,9
11-05-2023,77,38,14,7,2,8
12-05-2023,60,42,10,5,2,5
13-05-2023,64,43,3,7,2,2
14-05-2023,66,54,6,9,2,2
15-05-2023,79,58,5,9,2,2
16-05-2023,84,65,3,12,5,1
17-05-2023,98,60,4,9,2,2
18-05-2023,89,45,3,7,2,2
19-05-2023,68, , , , , 
22-05-2023,60,39,3,8,2,2
23-05-2023,60,31,4,7,2,2
24-05-2023,51,31,3,7,1,1
25-05-2023,52,32,3,7,1,1
26-05-2023,54,43,9,7,1,2
27-05-2023,67,38,12,6,1,2
28-05-2023,60,53,12,12,1,2
29-05-2023,85,41,12,9,1,1
30-05-2023,63,34,15,9,1,1
31-05-2023,54,31,12,7,1,2
01-06-2023,52,44,13,7,1,2
02-06-2023,67,53,15,8,1,2
03-06-2023,79,45,7,7,1,1
04-06-2023,68,44,5,7,1,2
05-06-2023,66,41,5,8,1,2
06-06-2023,63,34,4,7,1,2
07-06-2023,56,15,4,6,1,1
08-06-2023,27,15,4,6,1,1
09-06-2023,28,13,3,6,1,2
10-06-2023,23,13,3,6,1,1
11-06-2023,24,21,3,6,1,2
12-06-2023,38,25,3,6,1,2
13-06-2023,44,30,2,6,1,2
14-06-2023,51,35,3,6,1,2
15-06-2023,57,35,3,6,1,2
16-06-2023,57,35,3,6,1,2
17-06-2023,58, , , , , 
19-06-2023,82,37,3,8,1,4
20-06-2023,68,42,4,7,1,3
21-06-2023,71,35,5,7,1,2
22-06-2023,62,27,5,6,1,1
23-06-2023,55,20,3,6,1,1
24-06-2023,37,22,5,6,1,1
25-06-2023,40,22,5,6,1,1
26-06-2023,39,21,5,6,1,1
27-06-2023,37,13,5,7,1,1
28-06-2023,23,12,5,7,1,2
29-06-2023,23,23,4,6,1,1
30-06-2023,40,26,5,6,1,1
02-01-2023,86,58,13,10,1,3
03-01-2023,85,61,14,9,1,3
04-01-2023,90,59,12,8,2,2
05-01-2023,88,62,14,8,1,1
06-01-2023,93,69,14,8,2,2
07-01-2023,105,81,18,10,2,5
08-01-2023,126,76,17,11,2,5
09-01-2023,120,70,16,11,2,4
10-01-2023,107,64,14,12,2,5
11-01-2023,97,70,16,14,2,4
12-01-2023,108,70,17,14,2,3
13-01-2023,107,68,18,13,1,4
14-01-2023,104,62,17,11,2,3
15-01-2023,95,64,18,15,2,3
16-01-2023,98,64,12,11,2,2
17-01-2023,96,53,14,10,2,2
18-01-2023,79,63,16,10,2,2
19-01-2023,94,65,12,9,2,2
20-01-2023,97,66,9,11,2,6
21-01-2023,99,63,13,8,1,2
22-01-2023,94,62,10,9,1,3
23-01-2023,92,52,9,8,2,2
24-01-2023,77,57,13,9,1,2
25-01-2023,84,68,16,9,2,2
26-01-2023,104,69,14,9,1,1
27-01-2023,105,59,14,10,2,1
28-01-2023,88,65,15,9,1,2
29-01-2023,97,60,13,9,2,2
30-01-2023,89,52,12,8,1,2
31-01-2023,76,64,17,10,1,2
01-02-2023,97, , , , , 
03-02-2023,95,62,16,9,2,3
04-02-2023,93,67,17,9,2,2
05-02-2023,103,69,18,12,2,5
06-02-2023,103,80,25,12,2,3
07-02-2023,121,81,20,13,2,3
08-02-2023,126,79,19,11,2,4
09-02-2023,123,72,16,13,2,4
10-02-2023,112,74,16,13,2,3
11-02-2023,114,73,14,13,2,5
12-02-2023,112,75,17,12,2,8
13-02-2023,117,76,17,14,2,6
14-02-2023,118,76,17,13,2,4
15-02-2023,118,79,16,12,2,6
16-02-2023,124,75,15,13,2,5
17-02-2023,118,77,19,11,2,3
18-02-2023,118,60,17,10,2,4
19-02-2023,90,59,18,11,2,6
20-02-2023,88,67,17,12,2,3
21-02-2023,101,76,19,11,2,3
22-02-2023,118,79,17,12,2,2
23-02-2023,124,60,14,12,2,2
24-02-2023,90,68,17,15,2,3
25-02-2023,104,81,20,10,2,2
26-02-2023,122,68,15,11,2,6
27-02-2023,102,71,17,13,2,10
28-02-2023,108,70,15,9,2,4
01-03-2023,105,68,17,9,2,2
02-03-2023,104,83,18,11,2,2
03-03-2023,125,69,14,12,2,2
04-03-2023,106,67,18,10,2,3
05-03-2023,101,74,14,11,2,3
06-03-2023,113,71,13,11,2,2
07-03-2023,108,66,16,10,2,3
08-03-2023,100,66,19,10,1,3
09-03-2023,100,66,14,10,1,4
10-03-2023,99,69,16,10,2,2
11-03-2023,104,53,10,8,1,7
12-03-2023,80,62,14,9,1,4
13-03-2023,92,65,15,11,1,8
14-03-2023,98,71,18,9,1,3
15-03-2023,109,72,17,8,2,4
16-03-2023,111,57,15,10,1,4
17-03-2023,85,45,11,9,1,2
18-03-2023,68,45,10,7,1,1
19-03-2023,69,41,9,8,1,2
20-03-2023,63,50,12,10,1,3
21-03-2023,76,68,24,11,1,2
22-03-2023,103,58,19,9,2,3
23-03-2023,86,52,22,8,2,1
24-03-2023,77,49,15,8,2,2
25-03-2023,73,55,17,8,1,1
26-03-2023,80,53,14,10,1,3
27-03-2023,81,74,23,13,2,3
28-03-2023,112,63,16,8,2,4
29-03-2023,94,51,18,7,1,2
30-03-2023,75,43,19,7,1,1
31-03-2023,65, , , , , 
01-10-2022,48,37,10,7,2,3
02-10-2022,65,47,8,9,2,4
03-10-2022,76,52,12,8,1,3
04-10-2022,83,55,12,8,2,3
05-10-2022,86,42,9,7,1,3
06-10-2022,68,42,8,8,1,4
07-10-2022,69,39,11,7,2,4
08-10-2022,66,51,7,10,2,4
09-10-2022,78,30,8,9,1,4
10-10-2022,56,40,7,9,1,3
11-10-2022,67,41,8,9,2,5
12-10-2022,68,39,9,10,2,4
13-10-2022,67,45,14,11,2,4
14-10-2022,73,22,8,10,2,3
15-10-2022,47,31,10,9,2,2
16-10-2022,57, , , , , 
24-10-2022,98,71,21,10,2,3
25-10-2022,108,89,25,16,2,6
26-10-2022,133,62,17,13,2,6
27-10-2022,98,56,16,9,2,3
28-10-2022,88,53,12,9,2,2
29-10-2022,83,48,14,8,1,2
30-10-2022,77,70,21,10,2,3
31-10-2022,112,47,13,9,2,1
01-11-2022,80,19,7,9,1,3
02-11-2022,43,28,6,10,1,3
03-11-2022,54,28,6,9,2,4
04-11-2022,55,35,9,9,2,3
05-11-2022,61,47,11,8,2,3
06-11-2022,77,69,19,11,2,3
07-11-2022,109,64,15,11,1,3
08-11-2022,102,69,16,11,2,4
09-11-2022,109,56,14,9,2,2
10-11-2022,88,70,17,8,1,3
11-11-2022,112,33,17,9,1,8
12-11-2022,60,19,5,8,1,3
13-11-2022,41,28,6,8,1,3
14-11-2022,54,56,13,10,2,4
15-11-2022,90,73,18,11,2,3
16-11-2022,117,82,19,14,2,4
17-11-2022,133,67,20,15,2,3
18-11-2022,102,68,20,13,2,3
19-11-2022,104,70,18,11,2,3
20-11-2022,108,70,20,9,1,2
21-11-2022,108,37,10,9,1,4
22-11-2022,60,26,10,9,1,4
23-11-2022,45,32,5,9,1,4
24-11-2022,52,52,8,9,1,4
25-11-2022,78,46,9,9,1,4
26-11-2022,72,53,12,8,1,3
27-11-2022,79,75,18,10,1,5
28-11-2022,114,83,20,9,1,3
29-11-2022,132,77,20,10,1,5
30-11-2022,120,67,11,9,1,4
01-12-2022,101,51,7,8,1,4
02-12-2022,76,34,6,7,1,3
03-12-2022,56,29,9,6,1, 
04-12-2022,49,64,13,9,2,6
05-12-2022,97,78,14,9,1,3
06-12-2022,123,78,15,10,1,3
07-12-2022,121,76,18,10,2,6
08-12-2022,118,68,17,8,1,4
09-12-2022,102,19,12,7,2,3
10-12-2022,31,12,8,9,2,3
11-12-2022,22,22,9,9,2,5
12-12-2022,39,25,9,8,2,4
13-12-2022,44,26,6,8,1,5
14-12-2022,44,43,8,10,2,4
15-12-2022,68,62,9,12,2,5
16-12-2022,96,61,11,12,2,2
17-12-2022,91,73,15,8,2,2
18-12-2022,112,70,17,9,1,3
19-12-2022,107,61,12,10,1,2
20-12-2022,91,51,11,9,2,3
21-12-2022,77,55,12,12,1,2
22-12-2022,82,65,15,11,1,3
23-12-2022,98,64,16,10,1,2
24-12-2022,96,40,11,7,1,3
25-12-2022,62,13,6,7,1,3
26-12-2022,24,24,5,8,1,4
27-12-2022,42,31,9,8,1,2
