DATE,PM2.5,City, PM10, O3, NO2, SO2, CO
03-08-2020,127,Chandigarh,27,20,12,1,7
04-08-2020,51,Chandigarh,35,17,11,1, 
05-08-2020,66,Chandigarh,40,33,11,1, 
06-08-2020,77,Chandigarh,36,22,13,1, 
07-08-2020,66,Chandigarh,41,38,14,4,9
08-08-2020,74,Chandigarh,37,32,13,3,9
09-08-2020,68,Chandigarh,43,29,12,4,9
10-08-2020,82,Chandigarh,19,14,10,4,8
11-08-2020,32,Chandigarh,28,33,11,5,8
12-08-2020,45,Chandigarh,32,26,12,4,9
13-08-2020,48,Chandigarh,28,30,11,4,8
14-08-2020,50,Chandigarh,15,11,9,3,8
15-08-2020,26,Chandigarh,31,31,10,5,8
16-08-2020,39,Chandigarh,30,29,9,5,8
17-08-2020,47,Chandigarh,49,33,14,5,9
18-08-2020,90,Chandigarh,27,14,12,3,7
19-08-2020,63,Chandigarh,39,21,12,3,8
20-08-2020,65,Chandigarh,49,27,8,4,8
21-08-2020,68,Chandigarh,47,34,16,4,10
22-08-2020,80,Chandigarh,38,29,11,3,8
23-08-2020,68,Chandigarh,32,27,11,5,9
24-08-2020,54,Chandigarh,38,31,12,5,9
25-08-2020,77,Chandigarh,51,28,7,3,7
26-08-2020,92,Chandigarh,52,27,6,3,7
27-08-2020,94,Chandigarh,54,28,8,4,7
28-08-2020,92,Chandigarh,44,29,14,4,9
29-08-2020,72,Chandigarh,64,30,11,3,7
30-08-2020,95,Chandigarh,60,33,8,3,8
31-08-2020,106,Chandigarh,62,41,9,3,8
01-09-2020,102,Chandigarh,67,34,12,4,9
02-09-2020,116,Chandigarh,58,29,13,4,8
03-09-2020,93,Chandigarh,61,36,12,4,8
04-09-2020,88,Chandigarh,62,35,10,4,8
05-09-2020,83,Chandigarh,59,38,10,5,9
06-09-2020,84,Chandigarh,61,45,13,5,10
07-09-2020,87,Chandigarh,74,44,12,4,9
08-09-2020,114,Chandigarh,74,47,14,4,10
09-09-2020,138,Chandigarh,58,55,10,3,9
10-09-2020,105,Chandigarh,36,34,11,3,8
11-09-2020,63,Chandigarh,41,37,18,3,10
12-09-2020,67,Chandigarh,44,37,12,3,9
13-09-2020,77,Chandigarh,47,29,15,3,10
14-09-2020,87,Chandigarh,28,30,11,3,8
15-09-2020,51,Chandigarh,38,33,16,5,9
16-09-2020,66,Chandigarh,60,49,13,3,10
17-09-2020,112,Chandigarh,64,50,14,6,9
18-09-2020,119,Chandigarh,65,57,26,6,11
19-09-2020,103,Chandigarh,50,34,21,5,10
20-09-2020,70,Chandigarh,39,29,18,3,9
21-09-2020,62,Chandigarh,30,13,14,3,9
22-09-2020,61,Chandigarh,39,15,13,3,9
23-09-2020,74,Chandigarh,19,10,15,2,9
24-09-2020,41,Chandigarh,8,16,11,2,8
25-09-2020,13,Chandigarh,20,27,9,2,8
26-09-2020,35,Chandigarh,36,31,11,2,9
27-09-2020,64,Chandigarh,52,43,15,3,10
28-09-2020,76,Chandigarh,59,50,12,6,9
29-09-2020,99,Chandigarh,73,44,13,2,9
30-09-2020,130,Chandigarh,75,37,14,2,9
01-04-2020,139,Chandigarh,89,87,22,10,8
02-04-2020,127,Chandigarh,86,88,19,7,9
03-04-2020,105,Chandigarh,92,68,21,9,7
04-04-2020,117,Chandigarh,96,71,22,10,8
05-04-2020,129,Chandigarh,94,80,21,12,8
06-04-2020,142,Chandigarh,99,80,24,11,8
07-04-2020,139,Chandigarh,96,95,29,12,9
08-04-2020,144,Chandigarh,100,110,30,12,10
09-04-2020,154,Chandigarh,83,78,24,6,8
10-04-2020,127,Chandigarh,99,86,23,15,8
11-04-2020,147,Chandigarh,119,78,17,12,9
12-04-2020,161,Chandigarh,123,88,25,7,10
13-04-2020,160,Chandigarh,134,85,12,5,6
14-04-2020,124,Chandigarh,73,62,19,7,6
15-04-2020,97,Chandigarh,68,65,22,3,5
16-04-2020,99,Chandigarh,72,89,30,6,8
17-04-2020,103,Chandigarh,78,87,26,11,7
18-04-2020,122,Chandigarh,134,68,30,8,8
19-04-2020,145,Chandigarh,101,57,24,9,6
20-04-2020,140,Chandigarh,107,34,23,6,6
21-04-2020,137,Chandigarh,88,52,16,5,5
22-04-2020,118,Chandigarh,97,59,25,6,7
23-04-2020,129,Chandigarh,91,66,18,10,6
24-04-2020,139,Chandigarh,99,70,22,7,7
25-04-2020,142,Chandigarh,111,68,26,9,7
26-04-2020,159,Chandigarh,82,65,31,10,7
27-04-2020,141,Chandigarh,103,90,25,11,9
28-04-2020,158,Chandigarh,117,89,21,10,9
29-04-2020,168,Chandigarh,111,89,22,13,10
30-04-2020,166,Chandigarh,105,83,10,9,8
01-05-2020,159,Chandigarh,100,64,5,4,8
02-05-2020,150,Chandigarh,90,65,4,4,7
03-05-2020,143,Chandigarh,70,31,16,4,6
04-05-2020,119,Chandigarh,78,63,29,8,9
05-05-2020,139,Chandigarh,99,91,24,7,9
06-05-2020,166,Chandigarh,84,80,28,7,10
07-05-2020,148,Chandigarh,88,81,20,9,9
08-05-2020,158,Chandigarh,77,77,15,4,8
09-05-2020,141,Chandigarh,68,77,8,5,7
10-05-2020,131,Chandigarh,80,79,12,9,9
11-05-2020,154,Chandigarh,79,80,11,4,8
12-05-2020,151,Chandigarh,79,75,15,5,9
13-05-2020,148,Chandigarh,96,91,24,7,10
14-05-2020,162,Chandigarh,99,78,23,8,11
15-05-2020,162,Chandigarh,94,81,7,6,8
16-05-2020,146,Chandigarh,88,61,13,16,7
17-05-2020,146,Chandigarh,92,67,12,16,6
18-05-2020,145,Chandigarh,88,80,31,7,8
19-05-2020,154,Chandigarh,113,70,28,9,13
20-05-2020,163,Chandigarh,109,53,18,8,9
21-05-2020,151,Chandigarh,89,78,15,9,9
22-05-2020,139,Chandigarh,44,60,11,3,8
23-05-2020,65,Chandigarh,34,47,15,2,9
24-05-2020,65,Chandigarh,47,78,19,5,10
25-05-2020,88,Chandigarh,64,92,19,7,10
26-05-2020,124,Chandigarh,85,97,21,9,10
27-05-2020,157,Chandigarh,97,93,16,10,11
28-05-2020,156,Chandigarh,89,84,19,12,10
29-05-2020,151,Chandigarh,101,66,14,6,10
30-05-2020,152,Chandigarh,102,72,18,3,8
31-05-2020,147,Chandigarh,91,66,23,8,10
01-06-2020,137,Chandigarh,90,64,25,8,11
02-06-2020,127,Chandigarh,79,67,25,9,11
03-06-2020,118,Chandigarh,77,75,26,9,11
04-06-2020,129,Chandigarh,89,92,20,11,11
05-06-2020,151,Chandigarh, , , , , 
07-06-2020,147,Chandigarh,119,73,27,13,12
08-06-2020,150,Chandigarh,116,74,26,8,12
09-06-2020,147,Chandigarh,113,67,20,7,9
10-06-2020,149,Chandigarh,126,79,17,5,9
11-06-2020,144,Chandigarh,94,80,19,8,9
12-06-2020,133,Chandigarh,101,69,19,6,9
13-06-2020,142,Chandigarh,136,84,13,8,9
14-06-2020,154,Chandigarh,114,56,12,5,9
15-06-2020,131,Chandigarh,58,59,24,5,9
16-06-2020,100,Chandigarh,49,32,19,3,9
17-06-2020,84,Chandigarh,56,28,19,7,10
18-06-2020,113,Chandigarh,69,48,18,4,9
19-06-2020,117,Chandigarh,63,60,19,2,9
20-06-2020,134,Chandigarh,58,52,19,8,11
21-06-2020,113,Chandigarh,66,64,15,5,9
22-06-2020,124,Chandigarh,72,66,13,2,8
23-06-2020,122,Chandigarh,71,86,20,7,10
24-06-2020,118,Chandigarh,84,87,27,8,11
25-06-2020,142,Chandigarh,70,70,16,3,12
26-06-2020,127,Chandigarh,59,63,13,3,9
27-06-2020,116,Chandigarh,71,63,18,4,10
28-06-2020,140,Chandigarh,66,50,18,2,11
29-06-2020,138,Chandigarh,31,35,14,3,9
30-06-2020,71,Chandigarh,43,46,15,4,10
03-01-2020,205,Chandigarh,166,6,54,6,19
04-01-2020,257,Chandigarh,72,16,13,3,7
05-01-2020,121,Chandigarh,38,20,13,2,9
06-01-2020,86,Chandigarh,55,25,6,3,6
07-01-2020,116,Chandigarh,23,21,2,2,5
08-01-2020,57,Chandigarh,23,12,8,1,5
09-01-2020,69,Chandigarh,58,21,7,1,7
10-01-2020,135,Chandigarh,69,15,3,1,7
11-01-2020,151,Chandigarh,118,21,10,2,12
12-01-2020,196,Chandigarh,126,18,7,6,9
13-01-2020,211,Chandigarh,106,15,5,1,8
14-01-2020,185,Chandigarh,95,14,5,2,8
15-01-2020,174,Chandigarh,96,9,6,1,8
16-01-2020,180,Chandigarh,127,8,7,4,10
17-01-2020,212,Chandigarh,106,12,3,1,9
18-01-2020,186,Chandigarh,124,14,9,3,10
19-01-2020,207,Chandigarh,181,11,16,3,13
20-01-2020,265,Chandigarh,119,25,16,5,12
21-01-2020,194,Chandigarh,65,23,6,3,7
22-01-2020,142,Chandigarh,28,22,7,1,5
23-01-2020,87,Chandigarh,49,13,8,2,8
24-01-2020,119,Chandigarh,65,19,4,3,6
25-01-2020,152,Chandigarh,89,31,6,2,7
26-01-2020,172,Chandigarh,71,39,5,2,7
27-01-2020,151,Chandigarh,78,57,9,4,7
28-01-2020,163,Chandigarh,88,49,13,4,8
29-01-2020,167,Chandigarh,92,47,10,4,8
30-01-2020,174,Chandigarh,134,27,17,7,13
31-01-2020,209,Chandigarh,110,34,12,2,11
01-02-2020,195,Chandigarh,132,29,13,7,13
02-02-2020,250,Chandigarh,67,31,11,2,9
03-02-2020,140,Chandigarh,29,19,14,1,8
04-02-2020,80,Chandigarh,54,37,10,5,7
05-02-2020,120,Chandigarh,82,35,11,2,9
06-02-2020,151,Chandigarh,94,50,17,7,10
07-02-2020,154,Chandigarh,104,50,17,6,9
08-02-2020,159,Chandigarh,104,45,16,7,8
09-02-2020,164,Chandigarh,81,50,7,5,6
10-02-2020,148,Chandigarh,74,55,6,5,6
11-02-2020,141,Chandigarh,86,54,14,4,8
12-02-2020,146,Chandigarh,86,55,18,6,9
13-02-2020,144,Chandigarh,105,65,19,8,9
14-02-2020,163,Chandigarh,98,63,20,8,8
15-02-2020,162,Chandigarh,87,53,15,4,8
16-02-2020,155,Chandigarh,86,43,17,4,9
17-02-2020,141,Chandigarh,97,47,17,9,8
18-02-2020,152,Chandigarh,78,51,9,6,6
19-02-2020,149,Chandigarh,79,52,10,5,6
20-02-2020,147,Chandigarh,101,55,19,4,9
21-02-2020,143,Chandigarh,85,55,11,5,6
22-02-2020,130,Chandigarh,89,45,22,6,7
23-02-2020,147,Chandigarh,79,55,17,5,8
24-02-2020,143,Chandigarh,68,51,11,5,6
25-02-2020,108,Chandigarh,41,28,6,5,5
26-02-2020,80,Chandigarh,47,40,3,4,4
27-02-2020,83,Chandigarh,66,44,7,4,6
28-02-2020,116,Chandigarh,70,39,8,4,7
01-03-2020,147,Chandigarh,68,53,15,6,7
02-03-2020,118,Chandigarh,85,46,14,7,8
03-03-2020,149,Chandigarh,64,42,8,6,5
04-03-2020,121,Chandigarh,66,48,8,4,6
05-03-2020,126,Chandigarh,86,45,18,7,8
06-03-2020,156,Chandigarh,94,61,24,11,10
07-03-2020,152,Chandigarh,90,44,10,6,7
08-03-2020,140,Chandigarh,76,38,8,7,5
09-03-2020,106,Chandigarh,76,48,7,5,5
10-03-2020,125,Chandigarh,82,47,11,5,6
11-03-2020,136,Chandigarh,85,61,11,6,7
12-03-2020,143,Chandigarh,94,73,18,8,9
13-03-2020,155,Chandigarh,103,85,24,7,10
14-03-2020,161,Chandigarh,93,69,15,5,8
15-03-2020,156,Chandigarh,89,57,12,6,8
16-03-2020,155,Chandigarh,111,60,29,4,10
17-03-2020,169,Chandigarh,111,64,21,3,10
18-03-2020,177,Chandigarh,99,77,22,6,11
19-03-2020,170,Chandigarh,84,75,20,8,9
20-03-2020,148,Chandigarh,112,59,13,4,7
21-03-2020,130,Chandigarh,88,60,10,6,6
22-03-2020,138,Chandigarh,95,54,16,10,7
23-03-2020,145,Chandigarh,102,73,17,10,7
24-03-2020,152,Chandigarh,84,54,13,9,6
25-03-2020,121,Chandigarh,86,61,11,11,6
26-03-2020,130,Chandigarh,90,61,16,13,6
27-03-2020,141,Chandigarh,104,67,27,12,8
28-03-2020,141,Chandigarh,98,50,19,10,7
29-03-2020,142,Chandigarh,106,77,23,15,8
30-03-2020,154,Chandigarh,98,95,17,11,7
31-03-2020,143,Chandigarh,95,75,17,10,7
01-01-2020,205,Chandigarh,116,32,42,2,12
02-01-2020,191,Chandigarh,130,32,42,4,12
23-10-2020, ,Chandigarh,45,12,16,1,3
06-06-2020, ,Chandigarh,107,78,39,9,12
01-12-2024,36,Bengaluru,14,7,3,5,3
02-12-2024,15,Bengaluru,9,13,2,4,3
03-12-2024,10,Bengaluru, , , , , 
01-11-2024,127,Bengaluru,50,18,3,3,4
02-11-2024,101,Bengaluru,30,9,2,4,4
03-11-2024,58,Bengaluru,31,10,3,4,4
04-11-2024,57,Bengaluru,45,19,4,4,5
05-11-2024,82,Bengaluru,62,28,4,11,5
06-11-2024,124,Bengaluru,52,17,3,8,5
07-11-2024,98,Bengaluru,42,20,4,11,5
08-11-2024,76,Bengaluru,40,20,4,10,5
09-11-2024,70,Bengaluru,52,22,4,5,6
10-11-2024,110,Bengaluru,55,25,4,6,6
11-11-2024,116,Bengaluru,54,22,3,5,5
12-11-2024,78,Bengaluru,22,7,3,5,3
13-11-2024,23,Bengaluru,20,4,3,8,4
14-11-2024,20,Bengaluru,20,7,3,7,5
15-11-2024,21,Bengaluru,24,6,3,6,4
16-11-2024,28,Bengaluru,51,17,3,8,5
17-11-2024,67,Bengaluru,61,21,3,8,5
18-11-2024,83,Bengaluru,63,23,3,6,5
19-11-2024,86,Bengaluru,64,21,3,6,5
20-11-2024,86,Bengaluru,62,33,5,7,7
21-11-2024,85,Bengaluru,61,29,5,8,6
22-11-2024,82,Bengaluru,66,27,5,8,7
23-11-2024,90,Bengaluru,60,24,4,6,5
24-11-2024,79,Bengaluru,53,23,3,7,4
25-11-2024,69,Bengaluru,54,21,3,5,5
26-11-2024,71,Bengaluru,63,20,3,4,5
27-11-2024,85,Bengaluru,63,33,4,5,5
28-11-2024,85,Bengaluru,56,25,4,9,4
29-11-2024,73,Bengaluru,45,13,3,6,4
30-11-2024,59,Bengaluru,29,10,3,4,3
01-10-2024,77,Bengaluru,31,14,3,7,5
02-10-2024,64,Bengaluru,23,10,7,7,5
03-10-2024,49,Bengaluru,28,10,11,5,7
04-10-2024,61,Bengaluru,20,10,5,6,5
05-10-2024,49,Bengaluru,30,17,6,7,6
06-10-2024,66,Bengaluru,54,15,15,5,5
07-10-2024,115,Bengaluru,37,15,14,4,4
08-10-2024,81,Bengaluru,34,13,15,1,4
09-10-2024,68,Bengaluru,32,13,14,5,4
10-10-2024,71,Bengaluru,30,12,13,3,3
11-10-2024,68,Bengaluru,21,6,12,4,3
12-10-2024,46,Bengaluru,18,7,7,4,3
13-10-2024,37,Bengaluru,17,8,6,3,4
14-10-2024,38,Bengaluru,14,4,7,4,5
15-10-2024,36,Bengaluru,17,7,7,4,5
16-10-2024,45,Bengaluru,20,9,6,3,4
17-10-2024,40,Bengaluru,23,9,6,5,4
18-10-2024,36,Bengaluru,26,11,8,5,6
19-10-2024,61,Bengaluru,29,17,5,3,7
20-10-2024,66,Bengaluru,27,17,1,4,4
21-10-2024,63,Bengaluru,20,15,2,4,5
22-10-2024,42,Bengaluru,34,22,2,5,6
23-10-2024,79,Bengaluru,33,18,4,5,7
24-10-2024,80,Bengaluru,49,27,2,4,6
25-10-2024,117,Bengaluru,68,27,3,4,7
26-10-2024,159,Bengaluru,62,24,3,6,7
27-10-2024,140,Bengaluru,62,28,3,4,8
28-10-2024,115,Bengaluru,53,25,2,7,4
29-10-2024,97,Bengaluru,64,25,3,7,6
30-10-2024,123,Bengaluru,61,21,4,10,6
31-10-2024,149,Bengaluru,61,21,3,11,5
01-07-2024,33,Bengaluru,25,4,4,1,2
02-07-2024,46,Bengaluru,25,5,4,1,2
03-07-2024,44,Bengaluru,23,7,4,1,2
04-07-2024,40,Bengaluru,19,4,3,1,2
05-07-2024,35,Bengaluru,25,6,4,1,2
06-07-2024,43,Bengaluru,26,6,4,1,2
07-07-2024,46,Bengaluru,22,7,4,1,2
08-07-2024,41,Bengaluru,22,7,3,1,2
09-07-2024,40,Bengaluru, , , , , 
11-07-2024,57,Bengaluru,21,6,5,1,3
12-07-2024,38,Bengaluru,21,4,4,1,2
13-07-2024,39,Bengaluru,19,5,3,1,2
14-07-2024,35,Bengaluru,9,4,2,1,1
15-07-2024,18,Bengaluru,7,6,2,1,2
16-07-2024,13,Bengaluru,17,4,3,1,2
17-07-2024,31,Bengaluru,8,4,2,1,2
18-07-2024,15,Bengaluru,11,4,4,1,2
19-07-2024,21,Bengaluru,26,4,3,1,2
20-07-2024,44,Bengaluru,22,5,3,1,2
21-07-2024,39,Bengaluru,18,6,3,1,2
22-07-2024,32,Bengaluru,13,5,3,1,2
23-07-2024,24,Bengaluru,17,6,3,1,3
24-07-2024,31,Bengaluru,8,5,2,1,2
25-07-2024,13,Bengaluru,13,4,3,1,2
26-07-2024,25,Bengaluru,18,4,2,1,1
27-07-2024,32,Bengaluru,20,5,2,1,2
28-07-2024,35,Bengaluru,28,6,3,1,2
29-07-2024,46,Bengaluru,13,8,3,1,2
30-07-2024,23,Bengaluru,17,7,3,1,2
31-07-2024,31,Bengaluru,15,7,3,1,2
01-08-2024,27,Bengaluru,14,5,3,1,2
02-08-2024,25,Bengaluru,16,6,3,1,2
03-08-2024,30,Bengaluru,16,7,3,1,2
04-08-2024,30,Bengaluru,19,9,3,2,3
05-08-2024,36,Bengaluru,16,6,3,2,2
06-08-2024,30,Bengaluru,22,7,4,2,2
07-08-2024,39,Bengaluru,26,8,3,1,2
08-08-2024,46,Bengaluru,28,9,4,2,3
09-08-2024,46,Bengaluru,29,9,5,1,3
10-08-2024,47,Bengaluru,26,8,4,2,2
11-08-2024,45,Bengaluru,29,11,6, ,4
12-08-2024,46,Bengaluru,36,12,6,2,4
13-08-2024,58,Bengaluru,53,11,6,2,3
14-08-2024,78,Bengaluru,32,15,5,2,5
15-08-2024,53,Bengaluru,35,16,5,2,4
16-08-2024,56,Bengaluru,30,12,5,2,3
17-08-2024,50,Bengaluru,23,13,5,4,4
18-08-2024,39,Bengaluru,26,12,5,4,3
19-08-2024,44,Bengaluru,22,17,5,3,4
20-08-2024,38,Bengaluru,15,7,4,2,2
21-08-2024,27,Bengaluru,11,9,3,4,2
22-08-2024,20,Bengaluru,19,9,4,3,2
23-08-2024,35,Bengaluru,21,7,3,4,2
24-08-2024,38,Bengaluru,19,7,3,4,1
25-08-2024,35,Bengaluru,19,7,3,3,2
26-08-2024,34,Bengaluru,14,8,3,3,2
27-08-2024,26,Bengaluru,23,7,3,2,2
28-08-2024,59,Bengaluru,21,5,4,2,2
29-08-2024,42,Bengaluru,25,10,3,4,2
30-08-2024,48,Bengaluru,22,7,3,1,2
31-08-2024,43,Bengaluru,20,10,3,4,2
01-09-2024,41,Bengaluru,26,8,4,2,3
02-09-2024,50,Bengaluru,30,8,3,4,2
03-09-2024,54,Bengaluru,37,8,4,2,2
04-09-2024,61,Bengaluru,31,10,4,1,2
05-09-2024,56,Bengaluru,32,9,3,3,2
06-09-2024,56,Bengaluru,33,9,3,2,2
07-09-2024,57,Bengaluru,27,8,3,1,2
08-09-2024,51,Bengaluru,32,7,3,2,2
09-09-2024,56,Bengaluru,27,8,3,1,2
10-09-2024,49,Bengaluru,35,8,4,3,2
11-09-2024,59,Bengaluru,31,9,3,4,2
12-09-2024,56,Bengaluru,34,11,3,5,2
13-09-2024,58,Bengaluru,38,12,3,5,2
14-09-2024,62,Bengaluru,29,11,3,5,2
15-09-2024,54,Bengaluru,28,10,3,5,2
16-09-2024,52,Bengaluru,25,10,3,4,2
17-09-2024,49,Bengaluru,36,16,4,6,2
18-09-2024,61,Bengaluru,39,14,4,2,2
19-09-2024,63,Bengaluru,36,15,4,5,2
20-09-2024,60,Bengaluru,33,12,5,5,3
21-09-2024,58,Bengaluru,23,11,4,5,3
22-09-2024,45,Bengaluru,23,13,4,6,2
23-09-2024,44,Bengaluru,20,11,4,5,2
24-09-2024,40,Bengaluru,21,10,3,3,2
25-09-2024,43,Bengaluru,22,8,3,6,2
26-09-2024,44,Bengaluru,24,9,4,5,2
27-09-2024,47,Bengaluru,31,18,5,6,3
28-09-2024,54,Bengaluru,28,13,5,5,4
29-09-2024,50,Bengaluru,37,12,5,8,3
30-09-2024,62,Bengaluru,44,15,4,7,5
01-04-2024,87,Bengaluru, , , , , 
03-04-2024,85,Bengaluru,52,1,4,1,2
04-04-2024,75,Bengaluru,52,2,6,1,2
05-04-2024,74,Bengaluru, , , , , 
07-04-2024,85,Bengaluru,56,2,3,1,1
08-04-2024,103,Bengaluru,54,2,4,1,1
09-04-2024,94,Bengaluru,59,1,4,1,1
10-04-2024,118,Bengaluru,48,1,4,1,1
11-04-2024,79,Bengaluru, , , , , 
13-04-2024,68,Bengaluru,49,1,4,1,1
14-04-2024,72,Bengaluru,49,1,5,1,2
15-04-2024,72,Bengaluru,47,2,6,1,2
16-04-2024,70,Bengaluru,58,1,5,1,2
17-04-2024,86,Bengaluru,61,1,5,1,1
18-04-2024,91,Bengaluru,59,1,5,1,2
19-04-2024,89,Bengaluru,49,2,3,1,1
20-04-2024,72,Bengaluru,59,1,5,1,2
21-04-2024,87,Bengaluru,54,16,5, ,3
22-04-2024,84,Bengaluru,55,20,5,1,4
23-04-2024,80,Bengaluru,53,11,5,1,4
24-04-2024,79,Bengaluru,62, ,6,1,5
25-04-2024,92,Bengaluru, , , , , 
27-04-2024,96,Bengaluru,54, ,5,1,4
28-04-2024,79,Bengaluru,49, ,5,1,5
29-04-2024,74,Bengaluru,50, ,5,1,4
30-04-2024,73,Bengaluru,63,28,5,1,8
01-05-2024,92,Bengaluru,61,32,3,1,4
02-05-2024,90,Bengaluru,92,17,4, ,5
03-05-2024,134,Bengaluru,44,22,3, ,4
04-05-2024,67,Bengaluru,87,23,3,1,5
05-05-2024,111,Bengaluru,57,28, , ,4
06-05-2024,87,Bengaluru,34,21,12,2,6
07-05-2024,56,Bengaluru,31,22,7,1,4
08-05-2024,52,Bengaluru,51,34,7,1,4
09-05-2024,76,Bengaluru,44,24,6,1,4
10-05-2024,68,Bengaluru,45,22,7,1,3
11-05-2024,65,Bengaluru, , , , , 
13-05-2024,58,Bengaluru,43,15,8,1,4
14-05-2024,65,Bengaluru,45,9,7,1,4
15-05-2024,66,Bengaluru,53,26,7,1,3
16-05-2024,77,Bengaluru,36,17,6, ,3
17-05-2024,58,Bengaluru,32,15,5, ,3
18-05-2024,52,Bengaluru,28,19,6, ,3
19-05-2024,49,Bengaluru,29,9,7, ,4
20-05-2024,50,Bengaluru,23,7,6,1,3
21-05-2024,42,Bengaluru,28,8,6, ,3
22-05-2024,48,Bengaluru,38,10,7,1,3
23-05-2024,60,Bengaluru,41,24,6,1,3
24-05-2024,64,Bengaluru,32,21,4,1,2
25-05-2024,52,Bengaluru,37,9,3,1,2
26-05-2024,60,Bengaluru,49,12,4,1,2
27-05-2024,72,Bengaluru,49,14,3,1,2
28-05-2024,71,Bengaluru,41,15,5,1,3
29-05-2024,63,Bengaluru,40,14,5,1,3
30-05-2024,62,Bengaluru,46,13,5,1,2
31-05-2024,70,Bengaluru,39,14,6,1,3
01-06-2024,62,Bengaluru,26,12,7,1,3
02-06-2024,46,Bengaluru,27,15,6,1,3
03-06-2024,46,Bengaluru,24,14,5, ,3
04-06-2024,44,Bengaluru,21,11,5,1,2
05-06-2024,39,Bengaluru,14,8,4,1,2
06-06-2024,26,Bengaluru,10,10,4, ,2
07-06-2024,18,Bengaluru,14,13,4,1,2
08-06-2024,27,Bengaluru,7,11,2,3,2
09-06-2024,13,Bengaluru,13,10,3,1,2
10-06-2024,24,Bengaluru,13,10,3,1,2
11-06-2024,24,Bengaluru,15,11,3,1,2
12-06-2024,27,Bengaluru,18,8,4,1,2
13-06-2024,33,Bengaluru,28,9,5,1,3
14-06-2024,50,Bengaluru,32,8,4,1,2
15-06-2024,54,Bengaluru,27,7,4,1,2
16-06-2024,48,Bengaluru,23,10,6,1,3
17-06-2024,42,Bengaluru,18,6,3,1,2
18-06-2024,34,Bengaluru,26,7,4,1,2
19-06-2024,46,Bengaluru,28,7,4,1,2
20-06-2024,50,Bengaluru,30,8,4, ,2
21-06-2024,52,Bengaluru,27,9,3,1,2
22-06-2024,48,Bengaluru,18,10,4,1,2
23-06-2024,34,Bengaluru,23,11,4,1,2
24-06-2024,43,Bengaluru,22,7,3,1,2
25-06-2024,39,Bengaluru,15,8,3,1,2
26-06-2024,27,Bengaluru,15,9,3,1,2
27-06-2024,28,Bengaluru,24,6,4,1,2
28-06-2024,44,Bengaluru,24,6,4,1,2
29-06-2024,44,Bengaluru,28,6,4,1,2
30-06-2024,49,Bengaluru,18,5,3,1,2
01-01-2024,85,Bengaluru,62,1,12,1,2
02-01-2024,93,Bengaluru,63,1,12,1,3
03-01-2024,94,Bengaluru,69,1,12,1,2
04-01-2024,104,Bengaluru,58,1,12,1,1
05-01-2024,84,Bengaluru, , , , , 
08-01-2024,37,Bengaluru,41,1,11,1,2
09-01-2024,64,Bengaluru,55,1,11,1,2
10-01-2024,80,Bengaluru,59,2,12,2,3
11-01-2024,87,Bengaluru,63,2,11,1,3
12-01-2024,94,Bengaluru,73,2,13,1,3
13-01-2024,113,Bengaluru,78,1,14,1,1
14-01-2024,123,Bengaluru,72,1,13,2,2
15-01-2024,111,Bengaluru,76,1,13,1,2
16-01-2024,118,Bengaluru,74,2,14,1,3
17-01-2024,114,Bengaluru,69,2,13,1,3
18-01-2024,101,Bengaluru,59,1,13,1,3
19-01-2024,86,Bengaluru,64,1,13,1,2
20-01-2024,96,Bengaluru,61,1,13,1,2
21-01-2024,90,Bengaluru,60,1,13,1,2
22-01-2024,91,Bengaluru,58,1,13,1,3
23-01-2024,86,Bengaluru,61,1,13,1,2
24-01-2024,91,Bengaluru,70,9,13,1,3
25-01-2024,105,Bengaluru,52,1,10, ,2
26-01-2024,77,Bengaluru,49,1,11,1,3
27-01-2024,72,Bengaluru,50,2,10,1,3
28-01-2024,73,Bengaluru,58,2,12, ,2
29-01-2024,86,Bengaluru,64,1,13, ,3
30-01-2024,96,Bengaluru,79,1,13,1,3
31-01-2024,118,Bengaluru,54,1,14,1,3
01-02-2024,79,Bengaluru,58,2,13,1,3
02-02-2024,85,Bengaluru,67,1,14,1,3
03-02-2024,101,Bengaluru,65,1,13,1,2
04-02-2024,97,Bengaluru,62,1,13,1,2
05-02-2024,91,Bengaluru,66,1,14,1,2
06-02-2024,100,Bengaluru,68,1,13,1,2
07-02-2024,105,Bengaluru,75,2,15,1,3
08-02-2024,116,Bengaluru,58,1,13,1,3
09-02-2024,86,Bengaluru,64,1,13,1,2
10-02-2024,96,Bengaluru,65,1,12,1,2
11-02-2024,97,Bengaluru,67,1,14,1,2
12-02-2024,102,Bengaluru,51,2,12,1,3
13-02-2024,75,Bengaluru,53,1,12,1,2
14-02-2024,77,Bengaluru,58,2,13,1,2
15-02-2024,88,Bengaluru,56,1,12,1,3
16-02-2024,81,Bengaluru,63,1,14,1,2
17-02-2024,95,Bengaluru,64,2,14,2,2
18-02-2024,96,Bengaluru,56,1,10,1,2
19-02-2024,84,Bengaluru,57,1,14,1,3
20-02-2024,83,Bengaluru,70,2,14,1,2
21-02-2024,106,Bengaluru,65,1,14,1,2
22-02-2024,98,Bengaluru,58,1,15,1,2
23-02-2024,87,Bengaluru,54,1,14,1,2
24-02-2024,79,Bengaluru,58,1,12,1,2
25-02-2024,86,Bengaluru,43,1,11,1,3
26-02-2024,65,Bengaluru,49,1,12,1,2
27-02-2024,72,Bengaluru,36,2,12,1,2
